"","year","Country.Code","Country.Name","Region","IncomeGroup","NY.GNP.PCAP.CD","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","SH.XPD.EXTR.ZS","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SE.XPD.TOTL.GD.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR"
"495",1990,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2320,NA,2.5,88.4,82.6,94.1,NA,1.2599999905,1400,500,1400,200,100,100,100,500,0.01,0.1,0.1,0.1,28.1273131014064,93.1734,1173,36,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15707993507385,102.401901245117,43.7034111022949,26.7485904693604
"496",1991,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2330,NA,NA,88.7,83.1,94.2,NA,NA,1500,500,1500,500,100,100,100,500,0.01,0.1,0.1,0.1,28.3720930232558,92.4632,1150,38,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20490002632141,103.796508789063,44.8684310913086,28.8771800994873
"497",1992,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2580,98,NA,89.1,83.5,94.2,NA,NA,1700,500,1700,500,100,100,100,500,0.01,0.1,0.1,0.1,28.6312014345487,91.753,1124,35,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93407988548279,105.225433349609,47.0468597412109,31.4050903320313
"498",1993,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2760,NA,NA,89.4,83.9,94.3,NA,0.8826000094,1900,500,1900,500,100,100,100,1000,0.02,0.1,0.1,0.1,28.8409703504043,90.0372,1104,34,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94531989097595,106.005218505859,48.057788848877,13.4150500297546
"499",1994,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3010,NA,1.793900013,89.7,84.3,94.3,NA,0.8453999758,2100,500,2100,500,200,100,100,1000,0.02,0.1,0.1,0.1,29.0306867998052,88.3214,1075,35,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36142992973327,106.43807220459,49.2411308288574,14.1443948745728
"500",1995,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3220,NA,1.7799999714,90,84.7,94.4,NA,0.854,2300,500,2300,500,200,100,100,1000,0.02,0.1,0.1,0.1,29.1961130742049,86.6056,1055,36,697,0.00043754,217.31470316,399.57095001,1.53035090336125,23.49933669,4.98196441663875,20.85702467,76.50066331,6.51231532,762975624.183835,87.67703976,20.60352277,NA,NA,3.31159996986389,107.243370056152,50.4672889709473,13.695969581604
"501",1996,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3270,NA,1.75,90.3,85.2,94.4,NA,0.864,2500,500,2500,500,200,100,100,1000,0.02,0.1,0.1,0.1,29.3172690763052,84.8898,1036,36,687,1.01945827,219.01734896,409.19949047,1.58527974400333,23.83597229,5.06550724599667,21.70893728,76.16402771,6.65078699,787746926.567243,87.49653821,20.8556506,NA,NA,3.83658003807068,108.117301940918,49.9680786132813,13.7884302139283
"502",1997,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3390,NA,1.7100000381,90.6,85.6,94.5,NA,0.872,2800,500,2700,500,200,100,100,1000,0.02,0.1,0.1,0.1,29.4397656536067,83.174,1026,33,678,1.82072339,221.22721208,409.78553484,1.51155498336368,23.80196237,4.83899275663631,21.13937274,76.19803763,6.35054774,814718984.589811,87.11897324,20.73602523,NA,NA,4.51721501350403,108.309288024902,51.1430892944336,14.1967148780823
"503",1998,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3480,98,1.6799999475,90.9,86,94.5,NA,0.901,3100,500,3000,500,200,100,100,1000,0.02,0.1,0.1,0.1,29.5477386934673,80.4972,989,30,659,0.96107039,266.92396987,492.95102517,1.49494737859181,20.9607673,5.63717406140819,25.30537395,79.0392327,7.13212144,1005601089.43193,87.57635671,18.35667634,NA,NA,3.92645001411438,108.424858093262,58.9231796264648,13.1251497268677
"504",1999,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3470,98.2,NA,91.2,86.4,94.6,NA,1.719,3300,500,3200,500,200,100,100,1100,0.02,0.1,0.1,0.2,29.6307692307692,77.8204,940,31,637,0.8601455,280.35987558,507.80339771,1.4679653149909,21.49011003,5.3629225350091,23.8016841,78.50988997,6.83088785,1079028062.13351,88.22566865,18.95979327,NA,NA,4.86788988113403,116.220031738281,64.7040863037109,17.8671703338623
"505",2000,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3710,NA,NA,91.4,86.8,94.6,0.93,1.325,3600,500,3500,500,200,100,100,1200,0.02,0.1,0.1,0.2,29.6914803283329,75.1436,878,29,603,0.90624033,289.40743982,540.62920043,1.51168545007391,21.21928782,5.61242475992609,24.25268202,78.78071218,7.12411021,1136054434.63727,88.16526073,18.70804044,9,NA,4.39394998550415,112.609596252441,63.9694404602051,19.3491401672363
"506",2001,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3880,98,NA,91.7,87.2,94.7,NA,NA,4000,500,3900,500,200,100,100,1200,0.02,0.1,0.1,0.2,29.7131147540984,72.4668,803,27,566,1.81941617,297.42460638,558.38385136,1.76137374882995,24.30526575,5.48550751117005,21.81131103,75.69473425,7.24688126,1188746666.79689,89.87581562,21.84455583,12,NA,4.706130027771,112.837432861328,69.2829513549805,18.1542797088623
"507",2002,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",3970,NA,NA,92,87.7,94.7,NA,NA,4400,1000,4300,500,200,100,100,1200,0.02,0.1,0.1,0.2,29.7190619921059,69.79,741,27,533,1.42671038,339.93382505,649.33892563,1.94218085787445,23.61125553,6.28347599212555,24.43943341,76.38874447,8.22565685,1385570270.90348,90.89789278,21.46213374,15,NA,5.06925010681152,111.708183288574,70.7593688964844,20.7657146453857
"508",2003,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",4200,NA,1.3999999762,92.3,88.1,94.7,NA,NA,4800,1000,4700,1000,200,100,100,1100,0.02,0.1,0.1,0.2,29.7142857142857,68.73,680,26,508,0.73170416,358.11814317,713.87477293,1.99896205311777,23.65849097,6.45027528688223,25.68254902,76.34150903,8.44923734,1480102285.72155,89.68513498,21.21814956,17,NA,5.06166982650757,112.362636714515,72.9426402530848,22.4717893600464
"509",2004,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",4570,98.5,1.4,92.6,88.5,94.8,NA,NA,5300,1000,5200,1000,200,100,100,1100,0.02,0.1,0.2,0.2,29.7187196896217,67.67,642,23,488,0.67985081,346.17740007,696.4029689,2.14513078267775,27.50735436,5.65325925732226,23.5725426,72.49264564,7.79839004,1450137128.88519,90.5009909,24.89442826,19,NA,4.89458990097046,115.406997680664,82.4991912841797,27.2814197540283
"510",2005,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",4890,NA,NA,92.8,88.9,94.8,NA,NA,5700,1000,5600,1000,200,200,100,1100,0.02,0.1,0.2,0.2,29.7249017506252,66.61,621,23,483,0.14637844,364.01246433,745.43296098,2.27402589126096,29.38117422,5.46571205873904,21.34630336,70.61882578,7.73973795,1545232911.06209,84.52471616,24.83435411,21,NA,4.47669982910156,112.971038818359,84.3638229370117,23.12034034729
"511",2006,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",5310,NA,1.3,93,89.3,94.9,NA,NA,6200,1000,6000,1000,200,200,100,1100,0.02,0.1,0.2,0.2,29.7221303341052,65.55,620,24,481,0.06676576,409.92954195,834.19133947,2.42587187641555,31.0087468,5.39731392358445,22.05601594,68.9912532,7.8231858,1762287100.84903,86.6769551,26.87743754,23,NA,4.65441989898682,114.782127380371,91.0060501098633,23.6079692840576
"512",2007,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",5640,NA,1.3,93.3,89.8,94.9,NA,NA,6600,1000,6500,1000,200,200,100,1100,0.03,0.1,0.2,0.2,29.7230769230769,64.49,636,21,486,0.13208077,524.55106399,1012.25265567,2.7420220145813,32.7606702,5.6278373254187,24.6336161,67.2393298,8.36985934,2203114468.75296,87.73482653,28.74251717,25,NA,4.73357009887695,114.011123657227,92.0730590820313,29.3652448654175
"513",2008,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",6270,99.1,1.2,93.5,90.2,95,NA,NA,7100,1000,7000,1000,200,200,100,1100,0.03,0.1,0.2,0.3,29.7238999137187,63.4048,656,22,494,0.12473411,606.60224048,1081.67483043,2.74384301671186,30.4696967,6.26131067328814,26.08989871,69.5303033,9.00515369,2686948263.8227,88.94970443,27.10270515,26,NA,5.04482984542847,115.486572265625,93.1422424316406,34.8674812316895
"514",2009,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",6300,99.17,NA,93.7,90.6,95,NA,NA,7500,1000,7400,1000,200,200,100,1100,0.03,0.1,0.2,0.3,29.7286350749291,62.3196,672,23,498,0.16761853,634.13887921,1145.26399013,2.66439885528978,27.5060592,7.02218996471022,30.60737344,72.4939408,9.68658882,2846180800.16294,89.64993686,24.65916471,28,NA,6.28912019729614,117.031806945801,99.6457214355469,36.6978988647461
"515",2010,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",7100,99.26,1.2,93.9,91,95.1,NA,NA,8000,1000,7800,1000,200,200,100,1100,0.03,0.1,0.2,0.3,29.7018348623853,61.2344,678,21,503,0.66728286,771.24097407,1197.81235066,2.56485522908651,26.55824583,7.09261705091349,28.9922897,73.44175417,9.65747228,3505500775.93279,90.46963794,24.02714885,43,37,6.81181001663208,116.994201660156,102.18531036377,35.0808486938477
"516",2011,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",7980,98.4,1.2,94.1,91.4,95.1,NA,NA,8400,1000,8300,1000,200,200,100,1100,0.03,0.1,0.2,0.3,29.538053310819,60.1492,665,20,491,0.96889963,872.11226017,1271.84101337,2.57968580408082,26.51433649,7.14971400591918,26.45466662,73.48566351,9.72939981,4012141115.45267,90.99245125,24.1260447,44,38,6.61588001251221,115.974876403809,104.562889099121,47.1797409057617
"517",2012,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",9140,NA,1.2,94.3,91.9,95.2,NA,NA,8800,1000,8700,1000,500,200,100,1100,0.02,0.1,0.2,0.3,29.2775229357798,59.064,650,19,480,0.06731361,930.48199733,1322.40118483,2.55945707403356,26.77344846,7.00022694596644,25.72010815,73.22655154,9.55968402,4330600926.91033,90.97965492,24.35839102,45,38,6.86297988891602,114.554046630859,107.950958251953,49.3247413635254
"518",2013,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",9850,NA,NA,94.5,92.3,95.2,0.771,1.113,9300,1000,9100,1000,500,200,100,1100,0.02,0.1,0.2,0.3,28.958036594719,58.0514,622,19,458,0.04048225,990.34772764,1359.43711511,2.55208353486589,26.95903318,6.9144411651341,24.05637088,73.04096682,9.4665247,4661005226.82191,90.97960471,24.52722182,47,38,6.92005014419556,111.833312988281,114.636619567871,50.0085296630859
"519",2014,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",10120,NA,NA,94.5,92.3,95.2,NA,NA,9600,1000,9500,1000,500,200,100,1100,0.02,0.1,0.2,0.3,28.6449039571743,57.0388,597,18,437,0.02121345,970.00203198,1389.33691785,2.54551076961293,27.33254674,6.76760152038707,23.34114592,72.66745326,9.31311229,4614887487.35843,90.97960471,24.86704298,48,47,7.0116400718689,110.78687286377,120.326652526855,53.0382804870605
"520",2015,"CRI","Costa Rica","Latin America & Caribbean","Upper middle income",10210,NA,NA,94.5,92.3,95.2,NA,NA,10000,1000,9900,1000,500,200,100,1100,0.02,0.1,0.2,0.3,28.2878161846216,57.0388,577,18,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,41,6.02606010437012,110.78687286377,120.326652526855,38.6741218566895
"521",1990,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2660,NA,5.4211997986,81.5,68.5,86.2,NA,3.64,1000,200,1000,200,100,100,100,100,0.01,0.1,0.1,0.1,17.4688057040998,75.802,2012,100,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15707993507385,99.7093963623047,89.1097183227539,21.1283092498779
"522",1991,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2340,NA,NA,82,69.3,86.6,NA,3.98,1000,200,1000,200,100,100,100,100,0.01,0.1,0.1,0.1,19.0839694656489,72.503,1761,100,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14496994018555,98.0556488037109,89.5593109130859,21.1664199829102
"523",1992,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2130,NA,NA,82.6,70.2,86.9,NA,4.345,1000,200,1000,200,100,100,100,200,0.01,0.1,0.1,0.1,20.0787401574803,69.204,1554,100,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93407988548279,99.6357116699219,88.1952819824219,19.7193603515625
"524",1993,"CUB","Cuba","Latin America & Caribbean","Upper middle income",1870,99.8,6,83.1,71.1,87.3,NA,4.705,1000,200,1000,200,100,100,100,200,0.01,0.1,0.1,0.1,20.9039548022599,69.242,1355,95,923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07476997375488,100.067848205566,84.8870697021484,17.7310600280762
"525",1994,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2140,NA,NA,83.6,72,87.6,NA,4.956,1000,200,1000,200,100,100,100,200,0.01,0.1,0.1,0.1,21.484375,69.28,1232,92,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61948013305664,101.701858520508,79.1809234619141,16.3094902038574
"526",1995,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2550,NA,NA,84.1,72.9,88,NA,5.184,1200,500,1200,500,100,100,100,200,0.01,0.1,0.1,0.1,21.9594594594595,69.318,1150,88,766,NA,111.84480168,343.88303927,0.503447244590166,9.77198697,4.64849622540983,8.02375263,90.22801303,5.15194347,1.228e+09,100,9.77198697,NA,NA,3.74213004112244,101.236213684082,76.1151580810547,13.7473201751709
"527",1996,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2700,NA,5.1300001144,84.6,73.8,88.4,NA,5.457,1400,500,1400,500,100,100,100,200,0.01,0.1,0.1,0.1,22.3279648609078,69.356,1119,81,709,NA,119.35522402,383.93249009,0.499654239435801,9.50570342,4.7567083605642,9.28708003,90.49429658,5.2563626,1.315e+09,100,9.50570342,NA,NA,3.75548005104065,104.966331481934,80.5476531982422,12.8764801025391
"528",1997,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2500,NA,NA,85.2,74.7,88.7,NA,5.657,1600,500,1600,500,100,100,100,500,0.01,0.1,0.1,0.1,22.6319135410045,69.394,1097,75,660,NA,126.06320077,418.10640936,0.5124930025265,9.31899642,4.9869511374735,9.99004944,90.68100358,5.49944414,1.395e+09,100,9.31899642,NA,NA,4.51721501350403,104.491882324219,80.8199920654297,12.8290700912476
"529",1998,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2240,NA,NA,85.7,75.6,89.1,NA,5.71,1800,500,1800,500,100,100,100,500,0.01,0.1,0.1,0.1,22.8729281767956,65.6336,1073,74,632,NA,133.58504294,442.10370451,0.543972397579013,9.42760943,5.22602053242099,10.29728136,90.57239057,5.76999293,1.485e+09,100,9.42760943,NA,NA,6.20866012573242,102.157707214355,79.9967102603676,13.1251497268677
"530",1999,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2400,99.9,NA,86.2,76.5,89.4,NA,5.811,2100,500,2100,500,100,100,100,500,0.01,0.1,0.1,0.1,23.1397023523764,61.8732,1052,66,640,0.22900763,152.59868937,494.04353329,0.528815136984134,8.80798591,5.47499938301587,11.06842754,91.19201409,6.00381452,1.703e+09,100,8.80798591,NA,NA,6.7550802230835,102.000999450684,80.50244140625,20.6383094787598
"531",2000,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2620,NA,NA,86.7,77.4,89.8,NA,5.892,2400,500,2400,500,200,100,100,500,0.01,0.1,0.1,0.1,23.3820459290188,58.1128,1007,62,650,0.1618123,166.33471497,541.36498015,0.556188083167032,9.16936354,5.50953371683297,10.80359778,90.83063646,6.0657218,1.854e+09,100,9.16936354,0,NA,7.7048602104187,101.315986633301,83.4091262817383,22.3626594543457
"532",2001,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2760,99.9,NA,87.2,78.3,90.1,NA,5.902,2800,1000,2800,500,200,100,100,500,0.01,0.1,0.1,0.1,23.6823104693141,54.3524,934,58,627,0.29699003,177.87515781,589.40030005,0.599685007891315,9.56408559,5.67049108210868,11.39178682,90.43591441,6.27017609,1986598700,100,9.56408559,17,NA,8.35785007476807,100.641899108887,85.3381881713867,25.5795307159424
"533",2002,"CUB","Cuba","Latin America & Caribbean","Upper middle income",2820,NA,NA,87.7,79.2,90.5,7.442,5.951,3300,1000,3300,1000,100,100,100,500,0.01,0.1,0.1,0.1,23.7480798771121,50.592,875,55,593,0.16500138,194.79661441,627.00124268,0.770458225463449,11.86176551,5.72484995453655,11.1846544,88.13823449,6.49530818,2181800000,100,11.86176551,27,NA,9.57120037078857,100.444671630859,89.1032867431641,27.3526802062988
"534",2003,"CUB","Cuba","Latin America & Caribbean","Upper middle income",3100,NA,4.9000000954,88.3,80.1,90.8,NA,6.019,3900,1000,3800,1000,100,100,100,500,0.01,0.1,0.1,0.1,23.6835210898611,50.3258,793,54,538,0.17643686,201.87709816,643.59507582,0.665988886043703,10.54651317,5.6487890439563,10.89011083,89.45348683,6.31477793,2267100000,100,10.54651317,34,NA,9.94077968597412,98.4424133300781,92.0018310546875,33.1449890136719
"535",2004,"CUB","Cuba","Latin America & Caribbean","Upper middle income",3490,99.9,NA,88.7,81,91.2,NA,6.154,4500,1000,4500,1000,100,100,100,500,0.01,0.1,0.1,0.1,23.7219730941704,50.0596,728,53,485,0.46913317,208.58352682,679.15644848,0.669453548415768,10.9073462,5.46818558158423,10.32043238,89.0926538,6.13763913,2344750000,100,10.9073462,35,NA,10.2682800292969,98.5975570678711,91.1870193481445,54.3949813842773
"536",2005,"CUB","Cuba","Latin America & Caribbean","Upper middle income",3960,99.9,4.9,89.2,81.9,91.5,NA,6.264,5200,1000,5200,1000,200,100,100,500,0.01,0.1,0.1,0.1,23.8297052591023,49.7934,660,55,440,0.2995432,356.29413543,1192.88647433,0.649795282853353,6.91695165,8.74444824714664,13.73156972,93.08304835,9.39424353,4006100000,100,6.91695165,37,NA,10.557689666748,98.865592956543,92.6437835693359,62.8638610839844
"537",2006,"CUB","Cuba","Latin America & Caribbean","Upper middle income",4520,NA,4.9,89.7,82.8,91.9,NA,6.33,6100,1000,6000,1000,200,100,100,500,0.01,0.1,0.1,0.1,24.0663900414938,49.5272,615,50,402,0.17301252,359.99199217,1125.64329106,0.589946171969278,7.69040646,7.08125007803072,11.20669737,92.30959354,7.67119625,4045950000,100,7.69040646,43,NA,9.05729007720947,99.2340774536133,94.0296936035156,87.651741027832
"538",2007,"CUB","Cuba","Latin America & Caribbean","Upper middle income",4980,99.9,4.9,90.2,83.7,92.3,8.642,6.399,7000,1100,7000,1100,200,100,100,500,0.02,0.1,0.1,0.1,24.411933448078,49.261,590,51,381,0.13101223,586.90985509,1683.95566403,0.536486728821647,5.14878077,9.88319810117835,14.48242925,94.85121923,10.41968483,6594988659.68247,100,5.14878077,45,NA,11.8682899475098,100.051429748535,93.9216537475586,107.446968078613
"539",2008,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5430,99.9,6,90.7,84.6,92.6,NA,6.574,8100,1300,8100,1300,200,100,100,500,0.02,0.1,0.1,0.1,24.8572138068041,49.0654,569,53,351,0.19808015,584.09946512,1851.88738002,0.499949018726556,4.63202804,10.2933582412734,13.17875649,95.36797196,10.79330726,6.563e+09,100,4.63202804,48,NA,14.0590801239014,100.580093383789,93.3292770385742,119.778747558594
"540",2009,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5490,99.9,5.9,91.2,85.5,93,NA,6.592,9300,1500,9300,1400,200,100,100,1000,0.02,0.1,0.1,0.1,25.3337639965547,48.8698,564,53,336,0.12305336,650.55236333,2065.14561861,0.497755990495049,4.22483217,11.283918889505,14.93340098,95.77516783,11.78167488,7313900000,100,4.22483217,28,NA,13.1251602172852,102.259902954102,91.5825119018555,116.855491638184
"541",2010,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5570,99.9,5.9,91.7,86.4,93.3,9.053,6.723,11000,1700,11000,1700,200,100,100,1000,0.03,0.1,0.1,0.2,25.8097542814594,48.6742,584,54,322,0.04574705,583.37188201,1852.1536817,0.49045349015447,4.81106469,9.70382826984553,13.8676483,95.18893531,10.19428176,6557800000,100,4.81106469,58,85,12.83726978302,102.428016662598,91.8892669677734,97.0580978393555
"542",2011,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5880,99.9,5.1,92.2,87.3,93.7,NA,6.37420325565518,13000,1900,12000,1900,200,100,100,1000,0.03,0.1,0.1,0.2,26.1654497312044,48.4786,571,52,309,0.21885355,645.6289845,2005.44067689,0.525908789856317,4.96284619,10.0710101901437,15.0994241,95.03715381,10.59691898,7310825000,100,4.96284619,54,95,4.45980978012085,101.358428955078,92.4431304931641,82.4969177246094
"543",2012,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5493.77148025645,100,5.3,92.7,88.2,94,NA,6.51270598759084,14000,2100,14000,2100,200,100,100,1000,0.03,0.1,0.1,0.2,26.3402455093973,48.283,547,49,297,0.17482517,554.72138695,1704.37329243,0.502443953375052,5.84869676,8.08825537662495,11.54663288,94.15130324,8.59069933,6.292e+09,100,5.84869676,56,95,4.38531017303467,99.844612121582,91.9312591552734,64.452751159668
"544",2013,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5493.29875190806,NA,NA,93.1,89.1,94.4,NA,6.59004293575656,17000,2400,17000,2400,200,100,100,1000,0.04,0.1,0.1,0.2,26.2885667889577,47.2252,524,48,285,0.13236581,656.70273142,1993.46476371,0.519734668586828,5.48125994,8.96229454141317,14.1460338,94.51874006,9.48202921,7461788069.28,100,5.48125994,58,95,5.12450003623962,97.5518035888672,93.294677734375,49.3996505737305
"545",2014,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5606.59806261804,99.4,NA,93.2,89.1,94.4,NA,6.60566361541842,19000,2700,19000,2700,200,100,100,1000,0.04,0.1,0.1,0.3,25.9798022081524,46.1674,486,47,284,0.11642147,816.62353691,2474.61677851,0.485137941006048,4.3868948,10.5736624889939,18.01094643,95.6131052,11.05880043,9292449871.71,100,4.3868948,63,95,4.98434019088745,98.1134719848633,99.6651306152344,40.9997596740723
"546",2015,"CUB","Cuba","Latin America & Caribbean","Upper middle income",5880,NA,NA,93.2,89.1,94.4,NA,6.723,22000,3100,22000,3100,500,100,100,1000,0.05,0.1,0.1,0.3,25.5363827261937,46.1674,469,45,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,95,6.02606010437012,98.1134719848633,99.6651306152344,40.9997596740723
