"","year","Country.Code","Country.Name","SH.XPD.EXTR.ZS","NY.GNP.PCAP.CD","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SE.XPD.TOTL.GD.ZS","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","Region","IncomeGroup"
"375",2000,"CHL","Chile",0.05449071,5020,326.1556361,614.40995622,4.58689999207099,71.72028696,3.33206176722937,14.50477165,52.09976815,6.39554049,4989365843.26385,65.52755127,46.99654781,3.70598006248474,NA,NA,91.7,69.3,95.3,NA,NA,15000,1400,15000,1400,1000,11,NA,NA,NA,NA,0.02,0.1,0.2,0.2,4.24470222279826,108.931129455566,87.1004791259766,37.1474189758301,57.0052,2345,78,1452,"Latin America & Caribbean","High income"
"376",2001,"CHL","Chile",0.0568249,4850,299.80658929,652.44339158,4.60165072046167,70.70011499,3.4845421577874,14.96379802,53.53677326,6.50868916,4642424227.89188,65.90310044,46.59356779,NA,99.8,NA,92.3,70.9,95.7,NA,NA,16000,1400,16000,1400,1000,15,NA,NA,NA,NA,0.02,0.1,0.2,0.2,4.09020698177325,NA,NA,NA,55.7296,2207,80,1394,"Latin America & Caribbean","High income"
"377",2002,"CHL","Chile",0.02533826,4630,290.11023489,669.31955296,4.59337842053226,70.93212221,3.52989088115513,15.14490641,54.50947613,6.47573804,4542728793.42991,66.80769213,47.38811383,4.00946998596191,99.8,2.5999999046,92.9,72.6,96.1,0.114,0.896,17000,1500,17000,1500,1000,22,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.97152271122617,108.106880187988,90.6420974731445,41.748119354248,54.454,2090,72,1334,"Latin America & Caribbean","High income"
"378",2003,"CHL","Chile",0.01762542,4650,352.96302381,794.08544232,4.65189386871636,63.38210501,2.68754976128364,12.01584924,36.61789499,7.33944363,5588297759.92981,66.97346936,42.44919468,3.85159993171692,NA,NA,93.6,74.3,96.5,0.13,0.949,18000,1500,18000,1500,1000,27,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.8679875333927,106.676292419434,93.4507904052734,44.5942916870117,54.1002,1997,71,1322,"Latin America & Caribbean","High income"
"379",2004,"CHL","Chile",0.1091644,5310,430.30855744,815.96120143,4.29578900999865,61.9531419,2.63814344000135,12.67176029,38.0468581,6.93393245,6887703668.51772,67.13916814,41.59482411,3.488450050354,99.8,2.4,94.2,75.9,96.9,0.13,0.985,19000,1500,19000,1500,500,30,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.79706948164487,110.49356842041,95.3711395263672,44.7578086853027,53.7464,1956,71,1336,"Latin America & Caribbean","High income"
"380",2005,"CHL","Chile",0.14699242,6340,508.88413256,853.65775375,4.15490472628734,62.09509587,2.53629152371266,12.54157551,37.90490413,6.69119625,8233913236.34771,67.29902144,41.78939188,3.22508001327515,99.8,2.3,94.8,77.6,97.3,0.129,0.974,20000,1600,20000,1600,500,41,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.75850255697334,109.504722595215,97.6583786010742,49.9946517944336,53.3926,1892,67,1326,"Latin America & Caribbean","High income"
"381",2006,"CHL","Chile",0.15859222,7360,584.73052011,962.67797115,3.66345901276647,59.26894928,2.51761734723353,13.45303834,40.73105072,6.18107636,9560332583.34314,67.18214726,39.81815278,3.02380990982056,99.8,2.3,95.4,79.3,97.6,0.142,1.033,21000,1600,21000,1600,500,41,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.74064837905237,108.991050720215,98.3335494995117,48.619499206543,53.0388,1855,68,1342,"Latin America & Caribbean","High income"
"382",2007,"CHL","Chile",0.05481073,8740,664.98275703,1065.51168733,3.68958906101972,58.14730361,2.65565625834576,13.71548294,41.85269638,6.34524532,10982435704.5679,65.78774432,38.25379943,3.22353005409241,99.7,NA,96,80.9,98,0.14,1.03,22000,1600,22000,1600,1000,45,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.74078212290503,109.121322631836,97.6615829467773,54.3121490478516,52.685,1843,69,1333,"Latin America & Caribbean","High income"
"383",2008,"CHL","Chile",0.06759432,10140,739.61790022,1126.92966797,3.92576488153439,57.1572914,2.94258871846561,13.56056913,42.8427086,6.8683536,12337395734.8254,64.27170902,36.73596801,3.79268002510071,99.85,NA,96.6,82.6,98.4,0.145,1.033,24000,1600,24000,1600,1000,46,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.74436218194196,108.757881164551,97.0461120605469,57.2566909790039,52.012,1833,66,1326,"Latin America & Caribbean","High income"
"384",2009,"CHL","Chile",0.03209142,10030,754.59078507,1198.68384959,3.92442616864445,53.08638667,3.46810215135554,14.05518594,46.91361333,7.39252832,12711964586.7601,63.69982913,33.8159376,4.24129009246826,99.8,2.1,97.1,84.3,98.8,0.144,1.024,25000,1700,25000,1700,1000,52,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.75076111223868,106.75617980957,94.2128295898438,61.8706016540527,51.339,1800,65,1319,"Latin America & Caribbean","High income"
"385",2010,"CHL","Chile",0.01500957,10800,891.1223738,1272.46246986,3.67368030886575,52.71757853,3.29492563183112,13.80161645,47.28242148,6.96860594,15159390918.9993,63.85618049,33.66343209,4.18120002746582,99.83,2.1,97.7,85.9,99.2,0.144,1.026,26000,1700,26000,1700,1000,56,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.75499437526669,103.285133361816,94.5737075805664,69.6741104125977,50.666,1815,62,1289,"Latin America & Caribbean","High income"
"386",2011,"CHL","Chile",0.01376808,12350,1023.22133476,1422.05591499,3.67193990449669,52.42199183,3.33263923550332,14.33965772,47.57800817,7.00457914,17569733539.1754,63.98360322,33.54147925,4.06809997558594,99.85,2.1,98.3,87.6,99.6,NA,NA,27000,1700,27000,1700,1000,58,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.77323557727912,102.197052001953,93.7881317138672,75.0463104248047,49.993,1781,59,1282,"Latin America & Caribbean","High income"
"387",2012,"CHL","Chile",0.00639258,14360,1108.00711313,1538.74273643,3.76178169857883,51.97305258,3.47616472142117,14.65070469,48.02694742,7.23794642,19197331242.0723,62.79589977,32.636946,4.57405996322632,99.83,NA,98.8,89.3,100,NA,NA,28000,1700,28000,1700,1000,67,NA,NA,NA,NA,0.02,0.1,0.2,0.2,3.8083103277412,101.725601196289,91.4658889770508,79.446907043457,49.32,1749,57,1252,"Latin America & Caribbean","High income"
"388",2013,"CHL","Chile",0.00919569,15270,1192.05409445,1663.51342491,3.89847324813723,51.76365291,3.63282145186277,15.31763039,48.23634709,7.5312947,20837105570.9067,62.42881307,32.31543411,4.55743980407715,NA,NA,99,90.9,100,NA,NA,30000,1800,30000,1800,1000,77,NA,NA,NA,NA,0.02,0.1,0.2,0.3,3.853186158326,100.188079833984,100.457672119141,83.8164367675781,48.7144,1717,55,1223,"Latin America & Caribbean","High income"
"389",2014,"CHL","Chile",NA,14980,1137.35626532,1749.36324082,3.93454824617699,50.5345514,3.85130942382301,15.88420857,49.4654486,7.78585767,20092303066.9438,62.37170315,31.51926039,NA,NA,NA,99,90.9,100,NA,NA,31000,1800,31000,1800,500,81,NA,NA,NA,NA,0.02,0.1,0.2,0.3,3.90455531453362,100.526138305664,100.40454864502,86.6306991577148,48.1088,1687,53,1195,"Latin America & Caribbean","High income"
"390",2015,"CHL","Chile",NA,14060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1,90.9,100,NA,NA,32000,1800,32000,1800,500,87,NA,NA,NA,NA,0.02,0.1,0.2,0.3,3.96048801634979,NA,NA,NA,NA,1636,52,1144,"Latin America & Caribbean","High income"
"391",1990,"CIV","Cote d'Ivoire",NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8116000295,14.9,6.5,27.8,NA,0.0877000019,210000,44000,2e+05,41000,6900,NA,NA,7400,3600,18000,0.67,2.1,1.2,3,50.7678410117435,70.8996429443359,NA,NA,156.048,52815,3900,25526,"Sub-Saharan Africa","Lower middle income"
"392",1991,"CIV","Cote d'Ivoire",NA,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,6.7,28,NA,NA,250000,50000,240000,45000,8900,NA,NA,9300,4400,24000,0.72,2.3,1.3,3.5,51.4207522023755,69.4220123291016,NA,NA,152.054,54363,4000,26246,"Sub-Saharan Africa","Lower middle income"
"393",1992,"CIV","Cote d'Ivoire",NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78113985061646,NA,NA,15.4,6.8,28.2,NA,NA,290000,55000,280000,50000,11000,NA,NA,11000,5200,33000,0.76,2.6,1.4,3.9,51.9761388130993,68.8474884033203,NA,2.75285005569458,148.06,55921,4100,27134,"Sub-Saharan Africa","Lower middle income"
"394",1993,"CIV","Cote d'Ivoire",NA,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50304985046387,NA,NA,15.7,7,28.4,NA,NA,330000,59000,320000,53000,14000,NA,NA,14000,6000,43000,0.79,2.8,1.5,4.3,52.4604429639472,67.5593719482422,NA,3.31032991409302,146.1112,57551,4300,28095,"Sub-Saharan Africa","Lower middle income"
"395",1994,"CIV","Cote d'Ivoire",NA,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78869009017944,45.4,NA,15.9,7.2,28.6,NA,NA,380000,62000,360000,56000,17000,NA,NA,17000,6800,56000,0.81,2.9,1.5,4.7,52.8755651487466,69.6797790527344,NA,4.17027997970581,144.1624,59147,4300,29019,"Sub-Saharan Africa","Lower middle income"
"396",1995,"CIV","Cote d'Ivoire",2.39959232,690,48.63813073,135.86672604,4.72313864913294,74.15815306,1.64586928086706,6.83274145,25.84184694,6.36900793,700600172.038764,81.63362994,60.53799224,4.3014497756958,NA,NA,16.2,7.3,28.8,NA,NA,420000,64000,4e+05,56000,20000,NA,NA,19000,7600,70000,0.79,3.1,1.6,5.1,53.2403983355372,70.3051605224609,NA,4.17692995071411,142.2136,60696,4300,29958,"Sub-Saharan Africa","Lower middle income"
"397",1996,"CIV","Cote d'Ivoire",3.41133919,710,55.09319182,152.97909011,4.88647235165905,72.49335837,1.85410700834095,8.31196595,27.50664163,6.74057936,818254717.858351,81.64182334,59.18489958,4.05623006820679,NA,NA,16.4,7.5,29.1,NA,0.09,460000,64000,440000,55000,23000,NA,NA,22000,8300,86000,0.77,3.1,1.6,5.4,53.5723607390618,70.8119430541992,NA,NA,140.2648,62451,4200,30945,"Sub-Saharan Africa","Lower middle income"
"398",1997,"CIV","Cote d'Ivoire",3.23019846,760,54.150682,164.30612049,5.06290898633515,71.64968183,2.00328985366485,9.17110786,28.35031817,7.06619884,828309950.597624,83.69069036,59.96411336,4.03088998794556,NA,NA,16.7,7.6,29.3,NA,NA,490000,63000,470000,54000,26000,NA,NA,25000,8800,1e+05,0.72,3.1,1.6,5.6,53.8626075923322,71.7851333618164,NA,6.47985982894897,138.316,64005,4300,31807,"Sub-Saharan Africa","Lower middle income"
"399",1998,"CIV","Cote d'Ivoire",2.89032732,750,58.52134326,175.05571223,5.40939022847423,74.11947813,1.88881311152577,9.02382101,25.88052187,7.29820334,920451894.074872,84.28743725,62.47340862,3.78794002532959,NA,NA,17,7.8,29.5,NA,NA,520000,60000,490000,51000,29000,NA,NA,28000,9200,120000,0.66,3,1.5,5.7,54.122528609641,72.686637878418,NA,NA,138.133,65187,4400,32521,"Sub-Saharan Africa","Lower middle income"
"400",1999,"CIV","Cote d'Ivoire",3.07429347,730,50.0169346,157.29897146,4.72201032376563,72.40483997,1.79966740623437,9.01286826,27.59516003,6.52167773,807164487.664604,81.45201994,58.97520469,4.09432983398438,47.1,NA,17.3,7.9,29.7,NA,NA,530000,56000,5e+05,47000,32000,NA,NA,31000,9300,140000,0.6,2.9,1.5,5.7,54.3758131958722,74.8508377075195,24.2893905639648,6.6433801651001,137.95,65794,4400,32986,"Sub-Saharan Africa","Lower middle income"
"401",2000,"CIV","Cote d'Ivoire",4.40391784,640,38.93627735,141.64013378,4.21314016600333,70.20524406,1.78803570399667,10.03101834,29.79475594,6.00117587,643147404.608849,78.76653187,55.29823594,3.70367002487183,62.8,NA,17.6,8.1,29.9,NA,NA,540000,52000,510000,42000,35000,0,NA,33000,9300,160000,0.53,2.7,1.4,5.6,54.6016465968432,74.2789535522461,NA,NA,137.767,65781,4500,33147,"Sub-Saharan Africa","Lower middle income"
"402",2001,"CIV","Cote d'Ivoire",3.38725995,590,32.16328939,114.72284681,3.55622889584051,73.37746025,1.29025786415949,8.04103402,26.62253975,4.84648676,542445968.976175,74.97709373,55.01628715,3.66867995262146,NA,NA,17.9,8.3,30.1,NA,NA,540000,47000,510000,38000,37000,0,NA,35000,9100,180000,0.47,2.5,1.3,5.5,54.8167920407668,76.5071868896484,NA,NA,137.584,65415,4600,33168,"Sub-Saharan Africa","Lower middle income"
"403",2002,"CIV","Cote d'Ivoire",5.76349038,570,32.0916423,103.60125623,3.05816833968343,68.4648819,1.40860098031657,7.61619558,31.5351181,4.46676932,551508383.490274,71.81520163,49.16819298,4.09033012390137,NA,NA,18.2,8.4,30.3,NA,NA,540000,44000,5e+05,35000,38000,0,NA,36000,8800,2e+05,0.42,2.3,1.2,5.3,55.0231301387808,76.9568862915039,NA,NA,137.401,64505,4700,32987,"Sub-Saharan Africa","Lower middle income"
"404",2003,"CIV","Cote d'Ivoire",7.59896438,620,40.70976225,106.65504876,3.31375305099887,71.23154174,1.33833360900113,7.38911818,28.76845826,4.65208666,712076394.130822,74.05384396,52.74969477,3.96798992156982,NA,NA,18.6,8.6,30.5,NA,NA,530000,40000,490000,31000,39000,1,NA,37000,8500,220000,0.37,2.1,1.1,5.1,55.2204765355969,72.4408493041992,NA,NA,137.4222,63306,4900,32558,"Sub-Saharan Africa","Lower middle income"
"405",2004,"CIV","Cote d'Ivoire",3.92131643,780,48.70226189,122.71388869,3.76572825438612,71.90068216,1.47167442561388,7.72954766,28.09931784,5.23740268,867022796.578336,76.56870937,55.05342436,4.1278600692749,68,NA,18.9,8.7,30.7,0.602,0.123,510000,37000,470000,28000,39000,1,NA,38000,8200,240000,0.33,1.9,1,4.9,55.4113065278952,NA,NA,NA,137.4434,62054,5100,32138,"Sub-Saharan Africa","Lower middle income"
"406",2005,"CIV","Cote d'Ivoire",4.07537022,940,50.78175921,130.17252563,4.11988780425406,76.44133561,1.26971949574594,6.99114132,23.55866439,5.3896073,920810506.701094,78.45105251,59.96903234,4.10575008392334,55.1,NA,19.2,8.9,30.9,0.495,0.094,5e+05,33000,460000,26000,37000,3,NA,39000,7600,250000,0.29,1.7,0.9,4.6,55.5970602790391,NA,NA,NA,137.4646,60768,5300,31670,"Sub-Saharan Africa","Lower middle income"
"407",2006,"CIV","Cote d'Ivoire",3.65108971,950,56.53290777,145.53252804,4.51259305531272,76.86246727,1.35840382468728,7.65879086,23.13753273,5.87099688,1045089493.98892,80.09877332,61.56589343,4.11477994918823,56.8,0.4,19.5,9,31.1,NA,NA,490000,33000,450000,26000,35000,5,NA,39000,7500,260000,0.29,1.6,0.8,4.4,55.7713069633329,69.1604309082031,NA,NA,137.4858,59712,5400,31286,"Sub-Saharan Africa","Lower middle income"
"408",2007,"CIV","Cote d'Ivoire",8.4851834,980,68.44300006,161.06691863,4.91767135836272,77.49386813,1.42821313163728,7.53564557,22.50613187,6.34588449,1290983639.41769,81.04930348,62.80824036,4.29742002487183,NA,NA,19.9,9.2,31.4,NA,NA,480000,33000,440000,26000,34000,7,NA,39000,6900,260000,0.28,1.5,0.8,4.2,55.9377422030449,69.6547088623047,NA,9.41854953765869,137.507,58530,5400,30916,"Sub-Saharan Africa","Lower middle income"
"409",2008,"CIV","Cote d'Ivoire",11.76513627,1090,78.04509303,161.26178166,4.67687588615533,75.36659649,1.52862642384467,7.47907297,24.63340351,6.20550231,1503277031.97519,80.18143439,60.43001812,4.44897985458374,NA,NA,20.2,9.3,31.6,0.483,0.144,470000,31000,430000,25000,30000,11,NA,38000,6100,270000,0.26,1.4,0.8,4.1,56.1026216694309,73.6116790771484,NA,8.91781044006348,137.0336,57372,5500,30786,"Sub-Saharan Africa","Lower middle income"
"410",2009,"CIV","Cote d'Ivoire",9.92907244,1180,79.09834668,169.66543002,4.7167171180815,73.54326129,1.6968101519185,8.48701216,26.45673871,6.41352727,1557043756.519,78.08955788,57.42960759,NA,NA,NA,20.6,9.5,31.8,NA,NA,470000,32000,430000,27000,31000,11,NA,37000,5700,270000,0.28,1.4,0.8,3.9,56.2378495892377,72.9506912231445,NA,8.77849006652832,136.5602,56755,5500,30766,"Sub-Saharan Africa","Lower middle income"
"411",2010,"CIV","Cote d'Ivoire",10.20020837,1210,78.1680569,168.91862407,4.64766848213136,73.49439588,1.67617216786863,8.22452331,26.50560412,6.32384065,1573656418.21512,76.84539763,56.47706075,NA,NA,NA,20.9,9.7,32,0.483,0.144,470000,26000,430000,21000,22000,17,50,35000,4800,270000,0.21,1.3,0.7,3.8,56.4295197769671,NA,NA,8.06916999816895,136.0868,56440,5500,30841,"Sub-Saharan Africa","Lower middle income"
"412",2011,"CIV","Cote d'Ivoire",11.1399856,1150,79.09238797,163.52480714,4.78482848627861,74.52393914,1.6356969737214,8.86960331,25.47606086,6.42052546,1629633165.58524,77.13495477,57.48400675,NA,NA,NA,21.3,9.8,32.2,NA,NA,470000,27000,440000,21000,18000,21,46,35000,5200,250000,0.21,1.3,0.7,3.7,56.5885673635174,81.5593338012695,NA,3.59932994842529,135.6134,56258,5600,30917,"Sub-Saharan Africa","Lower middle income"
"413",2012,"CIV","Cote d'Ivoire",10.03669202,1260,78.7182038,172.15842302,4.25817762742109,69.31504105,1.88504549257891,8.52093645,30.68495895,6.14322312,1661161994.99309,75.51320357,52.34200805,NA,59.4,NA,21.6,10,32.4,NA,NA,470000,26000,440000,22000,22000,23,57,33000,4700,240000,0.21,1.2,0.7,3.6,56.8094883343699,84.9939117431641,NA,NA,135.14,55965,5700,31068,"Sub-Saharan Africa","Lower middle income"
"414",2013,"CIV","Cote d'Ivoire",8.82279256,1360,84.07703434,176.12666547,4.01295572732963,69.07523201,1.79658788267037,8.20381845,30.92476799,5.80954361,1817954834.31909,71.85204183,49.6319646,NA,NA,NA,22,10.1,32.6,NA,NA,470000,26000,440000,22000,24000,26,70,32000,4300,230000,0.2,1.2,0.7,3.4,57.1547058890547,86.5443725585938,NA,8.61769962310791,135.302,55681,5600,31241,"Sub-Saharan Africa","Lower middle income"
"415",2014,"CIV","Cote d'Ivoire",9.36885992,1450,88.37029761,187.0199205,4.03773507933155,70.63579148,1.67853849066845,7.34924624,29.36420852,5.71627357,1958030139.681,71.93484702,50.81174854,4.71947002410889,NA,NA,22.3,10.3,32.8,NA,NA,470000,26000,440000,22000,25000,27,70,30000,4100,230000,0.2,1.2,0.7,3.3,57.5747393636839,89.6056900024414,40.1321601867676,8.68021011352539,135.464,55357,5500,31362,"Sub-Saharan Africa","Lower middle income"
"416",2015,"CIV","Cote d'Ivoire",NA,1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,10.3,32.8,NA,NA,460000,25000,440000,21000,25000,35,79,29000,3600,230000,0.19,1.1,0.7,3.2,58.0611471985677,NA,NA,NA,NA,54998,5400,31467,"Sub-Saharan Africa","Lower middle income"
"417",1990,"CMR","Cameroon",NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28710007667542,NA,2.5532999039,39.9,26.7,59.9,NA,0.0824000016,120000,33000,120000,30000,3400,NA,NA,5400,2900,9600,0.56,1.5,0.9,2,53.1786249491091,97.3120803833008,25.4520702362061,2.85825991630554,183.1988,44353,3900,21149,"Sub-Saharan Africa","Lower middle income"
"418",1991,"CMR","Cameroon",NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22023010253906,63.5,NA,40.1,26.7,60,NA,NA,150000,39000,150000,36000,4600,NA,NA,7200,3700,14000,0.64,1.8,1.1,2.5,53.9871446196212,94.7582931518555,26.9225006103516,3.15683007240295,180.4404,45789,4000,21444,"Sub-Saharan Africa","Lower middle income"
"419",1992,"CMR","Cameroon",NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75099992752075,NA,NA,40.3,26.7,60.1,NA,0.0837000012,190000,45000,180000,40000,6100,NA,NA,9200,4500,19000,0.71,2.1,1.2,3,54.6773748413093,88.9995269775391,27.830099105835,NA,177.682,47519,4200,21813,"Sub-Saharan Africa","Lower middle income"
"420",1993,"CMR","Cameroon",NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,26.7,60.2,NA,0.0728999972,230000,49000,220000,44000,7900,NA,NA,12000,5300,27000,0.76,2.4,1.3,3.5,55.2451342921584,NA,NA,NA,174.6712,49431,4200,22142,"Sub-Saharan Africa","Lower middle income"
"421",1994,"CMR","Cameroon",NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,26.7,60.2,NA,NA,270000,53000,250000,47000,10000,NA,NA,14000,6100,36000,0.78,2.7,1.4,3.9,55.7279573266395,82.1400604248047,26.7049293518066,NA,171.6604,51343,4400,22474,"Sub-Saharan Africa","Lower middle income"
"422",1995,"CMR","Cameroon",4.55830197,730,25.15316247,61.59151072,2.96097309619857,76.68447722,0.900268713801434,6.10420167,23.31552278,3.86124181,350372863.065208,93.76043904,71.89970251,NA,NA,NA,41,26.7,60.3,NA,NA,310000,55000,290000,48000,12000,NA,NA,17000,6800,48000,0.79,2.9,1.5,4.3,56.1202579405913,79.9301300048828,25.7289295196533,NA,168.6496,53244,4400,22747,"Sub-Saharan Africa","Lower middle income"
"423",1996,"CMR","Cameroon",2.70077477,650,34.45893385,85.67326204,4.274241176322,82.71215558,0.893368283678002,5.92806337,17.28784442,5.16760946,493355137.551891,95.33524201,78.85383369,NA,NA,NA,41.3,26.7,60.4,NA,0.074,350000,56000,330000,49000,15000,NA,NA,20000,7500,62000,0.78,3,1.6,4.7,56.4484915029152,73.382438659668,NA,NA,165.6388,54883,4500,22929,"Sub-Saharan Africa","Lower middle income"
"424",1997,"CMR","Cameroon",2.92387503,640,28.80586819,80.28199924,3.66575055451436,78.92301963,0.978965995485641,6.57346869,21.07698037,4.64471655,423733197.61584,94.54432585,74.61723685,NA,NA,NA,41.5,26.7,60.5,NA,NA,380000,56000,360000,48000,18000,NA,NA,23000,8100,79000,0.75,3.1,1.6,5,56.7320250470541,76.7441711425781,23.8264904022217,NA,162.628,56254,4600,22926,"Sub-Saharan Africa","Lower middle income"
"425",1998,"CMR","Cameroon",3.18843034,630,28.77197867,78.92748857,3.63859295607685,82.26113198,0.784629613923152,4.85509402,17.73886802,4.42322257,434705180.043626,94.51212018,77.74673992,NA,58.2,NA,41.7,26.7,60.6,NA,NA,410000,56000,390000,47000,21000,NA,NA,26000,8600,98000,0.71,3,1.6,5.2,56.9614406559759,78.7266311645508,24.5680408477783,NA,160.3304,57324,4700,22683,"Sub-Saharan Africa","Lower middle income"
"426",1999,"CMR","Cameroon",2.262778,630,28.64365579,81.4090631,3.6003075861618,81.19695874,0.833734823838198,5.02898371,18.80304126,4.43404241,444384808.18129,94.46589303,76.70343219,NA,NA,NA,42,26.7,60.6,NA,NA,440000,55000,410000,46000,23000,NA,NA,29000,9000,120000,0.67,3,1.5,5.3,57.1511662007077,81.0092010498047,25.9418697357178,4.8755202293396,158.0328,57939,4800,22270,"Sub-Saharan Africa","Lower middle income"
"427",2000,"CMR","Cameroon",4.19358481,600,26.11833904,85.34653046,3.54663143351087,79.17894792,0.932629186489131,6.08776267,20.82105208,4.47926062,416005408.205513,94.399402,74.74445334,1.93257999420166,60,NA,42.2,26.7,60.7,NA,NA,460000,54000,430000,45000,26000,0,NA,31000,9300,140000,0.63,2.9,1.5,5.4,57.3108413062534,83.1426010131836,27.2951202392578,4.61444997787476,155.7352,58028,4900,21876,"Sub-Saharan Africa","Lower middle income"
"428",2001,"CMR","Cameroon",4.94344677,580,27.69670068,93.27304682,3.57149945283168,75.97805471,1.12919927716832,6.78618977,24.02194529,4.70069873,452823441.005332,94.4304556,71.74642322,2.60995006561279,NA,NA,42.4,26.7,60.8,NA,NA,480000,53000,440000,43000,29000,0,NA,34000,9500,160000,0.59,2.8,1.4,5.4,57.446507141749,98.1432266235352,32.0455017089844,4.62893009185791,153.4376,57753,5100,21630,"Sub-Saharan Africa","Lower middle income"
"429",2002,"CMR","Cameroon",5.91093233,570,31.53243555,99.29319896,3.57273456639421,73.46592732,1.2903832036058,7.94243133,26.53407268,4.86311777,529096421.138925,94.43198666,69.37533469,NA,NA,NA,42.7,26.7,60.9,NA,NA,490000,51000,460000,42000,31000,0,NA,37000,9500,190000,0.56,2.7,1.3,5.4,57.5624901538623,97.9571990966797,27.8882503509521,5.05578994750977,151.14,57196,5100,21532,"Sub-Saharan Africa","Lower middle income"
"430",2003,"CMR","Cameroon",2.96458845,660,39.34488626,104.99663753,3.641671737515,73.22298469,1.331728012485,8.20485266,26.77701531,4.97339975,677463504.480029,94.51579538,69.20728638,3.30182003974915,NA,NA,42.9,26.7,61,NA,NA,5e+05,50000,470000,41000,33000,0,NA,39000,9500,210000,0.53,2.5,1.3,5.3,57.6614477630512,97.9484024047852,29.4101104736328,5.0907998085022,147.0562,56594,5200,21562,"Sub-Saharan Africa","Lower middle income"
